date,overpass_idx,pass_time_utc,pass_time_local,pass_utc_hour,pass_local_hour,solar_zenith_mean_pass,modis_lat,modis_lon,snap_distance_deg,month,gedi_lon,gedi_lat,x,y,rh50,rh75,rh98,rh100,dem,corine_class,corine_label,lulc,state,month_int,Solar_Zenith_Day,Sensor_Zenith_Day,Cloud_Fraction_Day,Cloud_Top_Height,Cloud_Top_Pressure_Day,Cloud_Top_Temperature_Day,Cloud_Effective_Emissivity_Day,Surface_Temperature,Cloud_Phase_Optical_Properties,Cloud_Phase_Infrared_1km,Cloud_Multi_Layer_Flag,Cirrus_Reflectance,Cloud_Optical_Thickness,Cloud_Optical_Thickness_16,Cloud_Effective_Radius,Cloud_Effective_Radius_16,Cloud_Water_Path,Sur_Reflectance_Red,Sur_Reflectance_NIR,Sur_Reflectance_Blue,Sur_Reflectance_Green,Sur_Reflectance_SWIR,retrieval_qc_ok
2019-05-20,0,2019-05-20T10:45:00+00:00,2019-05-20T12:45:00+02:00,10.75,12.75,37.144157,50.865,14.635,0.0014755615,May 2019,14.636083771435066,50.86400007112799,4647150.0,3093950.0,5.648347,19.2289,28.180515,31.121494,546.705,24.0,Forest and semi natural areas; forests; coniferous forest,Coniferous forest,Sachsen,5,31.050327,64.045906,0.9117045,8209.99,353.24265,-14914.104,0.8242402,-14862.686,2.0,6.0,1.0,0.15627758,,,,,,0.57027507,0.61868525,0.61117536,0.55181795,1.1989317,False
2019-05-20,0,2019-05-20T10:45:00+00:00,2019-05-20T12:45:00+02:00,10.75,12.75,37.144157,50.865,14.645,0.00050546107,May 2019,14.644770722201573,50.86545191449382,4647750.0,3094150.0,0.22,1.94,8.46,11.79,496.85214,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,31.048155,64.04624,0.90846413,8215.915,352.96167,-14914.153,0.82227,-14862.687,2.0,6.0,1.0,0.15652037,,,,,,0.5700043,0.6184198,0.6116602,0.5517904,1.3235775,False
2019-05-20,0,2019-05-20T10:45:00+00:00,2019-05-20T12:45:00+02:00,10.75,12.75,37.144157,50.865,14.655,0.0018484038,May 2019,14.654876277863474,50.86684595495233,4648450.0,3094350.0,-0.11,1.12,3.89,9.62,481.05,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,31.045956,64.04657,0.90519184,8221.897,352.67792,-14914.202,0.8202804,-14862.685,4.0,6.0,1.0,0.15676555,,,,,,0.5697308,0.6181516,0.61214966,0.5517625,1.4494417,False
2019-05-20,0,2019-05-20T10:45:00+00:00,2019-05-20T12:45:00+02:00,10.75,12.75,37.144157,50.865,14.665,0.0028420035,May 2019,14.663474441681824,50.867399546641686,4649050.0,3094450.0,-0.12500001,0.84,2.82,4.355,442.87228,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,31.043804,64.0469,0.90198445,8227.763,352.39978,-14914.252,0.8183303,-14862.683,4.0,6.0,1.0,0.15700589,,,,,,0.5694628,0.61788887,0.6126295,0.5517353,1.5728188,False
2019-05-20,0,2019-05-20T10:45:00+00:00,2019-05-20T12:45:00+02:00,10.75,12.75,37.144157,50.875,14.625,0.0036483298,May 2019,14.62864685735848,50.87510363684275,4646550.0,3095150.0,20.254402,23.614637,27.687431,29.66743,455.472,25.0,Forest and semi natural areas; forests; mixed forest,Mixed forest,Sachsen,5,31.09972,64.047775,0.98530406,8575.866,335.89127,-14917.146,0.8161859,-14862.692,2.0,2.0,5.0,0.18879999,,,,,,0.6033306,0.65174395,0.643434,0.58513075,0.39050415,False
2019-05-20,0,2019-05-20T10:45:00+00:00,2019-05-20T12:45:00+02:00,10.75,12.75,37.144157,50.875,14.635,0.0017434949,May 2019,14.634498923982934,50.87666987062125,4646950.0,3095350.0,-2.1973966e-07,1.3799995,5.1199985,6.8649983,427.12894,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,31.088781,64.045784,0.96900386,8457.893,341.48602,-14916.165,0.8218729,-14862.695,2.0,2.0,5.0,0.18715757,,,,,,0.5989235,0.64807767,0.63641167,0.58016986,0.42883953,False
2019-05-20,0,2019-05-20T10:45:00+00:00,2019-05-20T12:45:00+02:00,10.75,12.75,37.144157,50.875,14.645,0.0022211957,May 2019,14.644517015905135,50.87716794702083,4647650.0,3095450.0,-0.29717243,0.7587586,2.6875174,3.8875172,406.587,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,31.065113,64.04542,0.9337391,8303.205,348.822,-14914.879,0.8235556,-14862.691,2.0,2.0,5.0,0.17178889,,,,,,0.5834015,0.6324378,0.62220174,0.5647741,0.8981373,False
2019-05-20,0,2019-05-20T10:45:00+00:00,2019-05-20T12:45:00+02:00,10.75,12.75,37.144157,50.875,14.655,0.0028951692,May 2019,14.65399670422592,50.87228413218774,4648350.0,3094950.0,-0.14,0.78,2.7065334,3.9119997,425.56827,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,31.045351,64.04666,0.9042911,8223.545,352.59976,-14914.214,0.8197327,-14862.683,4.0,6.0,1.0,0.15683305,,,,,,0.5696555,0.6180779,0.6122844,0.5517549,1.4840935,False
2019-05-20,0,2019-05-20T10:45:00+00:00,2019-05-20T12:45:00+02:00,10.75,12.75,37.144157,50.875,14.695,0.0027632623,May 2019,14.693886527830612,50.87247087406938,4651150.0,3095150.0,-0.07,1.23,3.7,5.27,456.1003,18.0,Agricultural areas; pastures; pastures,Pastures,Sachsen,5,31.065193,63.926186,0.9276387,7492.999,397.89542,-14908.699,0.8574764,-14862.439,3.0,1.0,4.0,0.15846094,,,,,,0.5614797,0.60876393,0.6072417,0.547581,1.1966794,False
2019-05-20,0,2019-05-20T10:45:00+00:00,2019-05-20T12:45:00+02:00,10.75,12.75,37.144157,50.875,14.705,0.0012665507,May 2019,14.70541336307577,50.87380282883228,4651950.0,3095350.0,-0.11,1.01,3.7,6.06,433.3502,12.0,Agricultural areas; arable land; non-irrigated arable land,Arable land,Sachsen,5,31.061401,63.92656,0.92314494,7496.7925,397.5462,-14908.721,0.855723,-14862.443,3.0,6.0,4.0,0.15613271,,,,,,0.556766,0.6033949,0.603621,0.54306823,1.1498265,False
